0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032, -0.002, 0.984, 192.0, 1.0, 0.0, 255.0, 240.0, 30.0, 192.0, 0.0, 0.0, 0.0, 1.6553655514831853E9, 0.0, 2022-06-16 15:45:51.483
1.0, 3844.6788602684574, 4440.9339953582285, 5683.355710906471, -17503.47226899532, -15915.984322546044, -14275.612148715514, 8129.731789795374, -17175.54982609151, 0.032, -0.002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6553655514991345E9, 0.0, 2022-06-16 15:45:51.499
2.0, 3845.192950390929, 4440.956347102684, 5687.311969675061, -17504.522800984716, -15915.224363234563, -14272.527607980683, 8125.283792648768, -17179.416677882276, 0.032, -0.002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.655365551799292E9, 0.0, 2022-06-16 15:45:51.799
3.0, 3845.0364881797423, 4447.125428572349, 5685.74734756319, -17500.723004427316, -15911.402214932707, -14266.693802677848, 8130.782321784774, -17177.919111003772, 0.032, -0.002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6553655517993453E9, 0.0, 2022-06-16 15:45:51.799
4.0, 3846.466999824882, 4450.455838496189, 5684.585056851513, -17499.94069337138, -15910.91047655469, -14266.49263697775, 8136.213795687413, -17175.54982609151, 0.032, -0.002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.655365551799358E9, 0.0, 2022-06-16 15:45:51.799
5.0, 3849.819761493178, 4452.422792008257, 5689.770661565145, -17499.158382315443, -15911.893953310724, -14269.331308523573, 8138.538377110765, -17176.19802668071, 0.032, -0.002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6553655517993698E9, 0.0, 2022-06-16 15:45:51.799
6.0, 3849.2833196262504, 4449.986451862628, 5690.664731343357, -17499.51601022673, -15911.804546332902, -14269.510122479216, 8136.7725892987955, -17178.67907031525, 0.032, -0.002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6553655517993813E9, 0.0, 2022-06-16 15:45:51.799
7.0, 3847.3163661141834, 4450.411135007279, 5688.787184809111, -17502.287626539186, -15913.637389378238, -14268.97368061229, 8135.766760798307, -17179.93076800475, 0.032, -0.002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6553655517996404E9, 0.0, 2022-06-16 15:45:51.799
8.0, 3846.3775928470604, 4458.234245566636, 5685.03209174062, -17504.723966684815, -15914.48675566754, -14267.096134078043, 8143.388705657567, -17177.337965647934, 0.026000000000000002, -0.006, 0.982, 192.0, 0.0, 208.0, 255.0, 208.0, 30.0, 176.0, 0.0, 0.0, 0.0, 1.6553655517996593E9, 0.0, 2022-06-16 15:45:51.799
9.0, 3845.438819579938, 4452.534550730533, 5684.093318473497, -17504.969835873824, -15913.592685889327, -14264.145703809942, 8146.450894647944, -17176.130971447346, 0.026000000000000002, -0.006, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6553655517996695E9, 0.0, 2022-06-16 15:45:51.799
10.0, 3849.8421132376334, 4446.790152405519, 5694.084548245019, -17500.767707916228, -15912.139822499732, -14267.230244544775, 8139.253632933335, -17180.69072731623, 0.026000000000000002, -0.006, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6553655517997017E9, 0.0, 2022-06-16 15:45:51.799
