timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,label
297854.2049904,-77645.265625,-149334.453125,-73781.765625,-118875.109375,-107818.8203125,-149697.71875,-64039.48828125,-111357.3671875,rightarmflex_mi
297854.2089904,-77791.84375,-149071.28125,-73996.96875,-119074.7109375,-108050.25,-150014.578125,-64333.19140625,-111662.6484375,rightarmflex_mi
297854.21299040003,-77575.171875,-148711.46875,-73585.0234375,-118894.109375,-106578.1640625,-149761.15625,-63711.3671875,-111381.375,rightarmflex_mi
297854.21699040005,-77472.890625,-149123.375,-73480.328125,-118762.90625,-106792.1640625,-149475.0,-63564.203125,-111100.6796875,rightarmflex_mi
297854.22099040006,-77614.5546875,-149343.796875,-73722.265625,-118841.671875,-107643.8515625,-149638.078125,-63943.33203125,-111283.7890625,rightarmflex_mi
297854.2249904001,-77790.1484375,-149154.609375,-74022.8046875,-119063.9375,-108215.203125,-149995.71875,-64369.53515625,-111645.5703125,rightarmflex_mi
297854.2289904001,-77596.2265625,-148707.140625,-73629.234375,-118915.078125,-106728.59375,-149813.671875,-63799.921875,-111429.8828125,rightarmflex_mi
297854.2329904001,-77451.65625,-149037.265625,-73450.6015625,-118766.5234375,-106663.9921875,-149492.171875,-63540.2421875,-111115.65625,rightarmflex_mi
297854.2369904001,-77563.8125,-149325.96875,-73635.359375,-118797.90625,-107447.2421875,-149574.609375,-63842.03515625,-111214.9921875,rightarmflex_mi
297854.2509717,-77774.140625,-149214.390625,-74000.40625,-119035.59375,-108266.4375,-149950.78125,-64347.2265625,-111602.5234375,rightarmflex_mi
297854.2549717,-77647.859375,-148740.703125,-73694.1015625,-118952.625,-106942.546875,-149870.859375,-63901.265625,-111483.8359375,rightarmflex_mi
297854.25897170004,-77461.578125,-148945.8125,-73446.21875,-118782.3515625,-106547.9453125,-149525.65625,-63528.21484375,-111143.5078125,rightarmflex_mi
297854.26297170005,-77524.7421875,-149299.546875,-73577.6015625,-118762.59375,-107280.8125,-149520.109375,-63751.0625,-111149.9453125,rightarmflex_mi
297854.26697170007,-77741.421875,-149262.75,-73979.625,-118996.9765625,-108270.015625,-149896.828125,-64307.3515625,-111545.6640625,rightarmflex_mi
297854.2709717001,-77683.21875,-148800.078125,-73778.453125,-118989.375,-107236.0234375,-149922.9375,-64025.71875,-111536.8515625,rightarmflex_mi
297854.2749717001,-77450.890625,-148847.015625,-73432.765625,-118793.84375,-106455.8125,-149556.453125,-63522.94140625,-111168.3203125,rightarmflex_mi
297854.2789717001,-77495.015625,-149271.109375,-73528.8359375,-118752.3984375,-107139.328125,-149481.484375,-63677.5703125,-111104.078125,rightarmflex_mi
297854.28297170013,-77720.0078125,-149310.234375,-73937.9609375,-118975.0703125,-108193.125,-149840.28125,-64240.4296875,-111484.28125,rightarmflex_mi
297854.2636661,-77728.140625,-148887.0625,-73870.59375,-119034.9296875,-107547.921875,-149975.6875,-64153.484375,-111593.0,rightarmflex_mi
297854.2676661,-77485.9375,-148776.25,-73456.859375,-118828.75,-106414.7734375,-149624.859375,-63566.078125,-111237.03125,rightarmflex_mi
297854.2716661,-77493.0,-149238.609375,-73505.71875,-118761.921875,-107018.8515625,-149479.65625,-63644.66796875,-111105.9609375,rightarmflex_mi
297854.27566610003,-77698.953125,-149341.25,-73888.6953125,-118941.1796875,-108067.8671875,-149787.484375,-64167.7890625,-111440.515625,rightarmflex_mi
297854.27966610005,-77770.96875,-148980.046875,-73950.6953125,-119054.59375,-107846.3125,-149995.796875,-64252.7265625,-111629.34375,rightarmflex_mi
297854.28366610006,-77506.6796875,-148722.515625,-73473.1796875,-118838.859375,-106410.5703125,-149667.671875,-63594.109375,-111283.875,rightarmflex_mi
297854.2876661001,-77455.8125,-149176.96875,-73458.9609375,-118739.5703125,-106865.0703125,-149451.671875,-63569.609375,-111073.9921875,rightarmflex_mi
297854.2916661001,-77645.171875,-149346.703125,-73808.453125,-118882.6640625,-107869.5625,-149707.6875,-64043.2421875,-111344.5859375,rightarmflex_mi
297854.2956661001,-77779.28125,-149087.734375,-74010.6875,-119062.9140625,-108096.7421875,-150008.453125,-64320.71875,-111634.796875,rightarmflex_mi
297854.2952023,-77516.7890625,-148688.84375,-73502.6796875,-118867.2890625,-106480.84375,-149733.125,-63657.8984375,-111335.78125,rightarmflex_mi
297854.2992023,-77423.984375,-149095.109375,-73417.03125,-118742.1640625,-106720.3203125,-149451.40625,-63521.421875,-111064.96875,rightarmflex_mi
297854.30320230004,-77603.15625,-149339.28125,-73716.046875,-118841.5859375,-107658.0234375,-149633.609375,-63931.39453125,-111267.515625,rightarmflex_mi
297854.30720230006,-77796.5859375,-149162.96875,-74036.84375,-119064.875,-108261.8359375,-149985.078125,-64353.80078125,-111622.1953125,rightarmflex_mi
297854.3112023001,-77590.6796875,-148695.203125,-73566.828125,-118904.390625,-106642.8984375,-149792.125,-63752.71484375,-111398.3671875,rightarmflex_mi
297854.3152023001,-77442.3515625,-149016.796875,-73399.859375,-118758.6171875,-106593.9453125,-149478.578125,-63507.515625,-111092.1015625,rightarmflex_mi
297854.3192023001,-77557.734375,-149313.046875,-73632.0546875,-118797.90625,-107461.1953125,-149572.6875,-63835.328125,-111201.0390625,rightarmflex_mi
297854.3232023001,-77787.46875,-149232.0,-74051.953125,-119056.96875,-108368.5859375,-149970.640625,-64371.63671875,-111610.03125,rightarmflex_mi
297854.32720230013,-77642.8046875,-148751.84375,-73670.2734375,-118959.421875,-106929.7578125,-149876.796875,-63897.109375,-111480.75,rightarmflex_mi
297854.3272569,-77441.015625,-148937.21875,-73392.4453125,-118779.8515625,-106500.2890625,-149521.59375,-63516.0546875,-111133.40625,rightarmflex_mi
297854.3312569,-77543.203125,-149305.671875,-73581.671875,-118788.7421875,-107309.6484375,-149549.921875,-63779.1796875,-111174.21875,rightarmflex_mi
297854.3352569,-77790.5078125,-149300.9375,-74040.5078125,-119045.7890625,-108385.8828125,-149939.78125,-64359.1171875,-111584.1953125,rightarmflex_mi
297854.3392569,-77713.8359375,-148818.09375,-73775.7734375,-119017.046875,-107243.890625,-149950.421875,-64043.87109375,-111560.4609375,rightarmflex_mi
297854.3432569,-77452.6796875,-148839.40625,-73391.328125,-118802.9140625,-106405.7421875,-149575.90625,-63528.171875,-111186.3359375,rightarmflex_mi
297854.34725690004,-77514.28125,-149274.109375,-73528.515625,-118771.53125,-107159.4453125,-149515.8125,-63710.47265625,-111139.265625,rightarmflex_mi
297854.35125690006,-77766.3671875,-149346.84375,-73996.4765625,-119017.3984375,-108319.9921875,-149897.3125,-64310.03515625,-111543.515625,rightarmflex_mi
297854.3552569001,-77770.8828125,-148922.828125,-73888.0703125,-119061.96875,-107596.46875,-150014.75,-64186.69921875,-111628.9453125,rightarmflex_mi
297854.3592569001,-77513.4765625,-148805.578125,-73429.1875,-118847.171875,-106378.8359375,-149656.015625,-63572.78515625,-111262.5546875,rightarmflex_mi
297854.37483,-77517.9921875,-149268.828125,-73505.3203125,-118779.046875,-107024.890625,-149509.34375,-63659.375,-111123.5234375,rightarmflex_mi
297854.37883,-77727.3828125,-149378.625,-73929.328125,-118968.2265625,-108151.015625,-149825.921875,-64203.10546875,-111462.421875,rightarmflex_mi
297854.38283,-77797.65625,-149023.046875,-73977.921875,-119084.7734375,-107900.40625,-150040.734375,-64282.140625,-111655.6328125,rightarmflex_mi
297854.38683000003,-77522.953125,-148727.25,-73441.8359375,-118857.140625,-106364.390625,-149704.375,-63599.60546875,-111300.953125,rightarmflex_mi
297854.39083000005,-77478.1171875,-149186.671875,-73447.7421875,-118765.6328125,-106863.8671875,-149487.796875,-63590.30859375,-111092.6328125,rightarmflex_mi
297854.39483000006,-77685.453125,-149379.78125,-73844.078125,-118930.453125,-107953.0625,-149757.53125,-64099.16796875,-111385.4453125,rightarmflex_mi
297854.3988300001,-77839.546875,-149134.546875,-74063.4375,-119124.0625,-108185.65625,-150066.296875,-64383.83984375,-111684.375,rightarmflex_mi
297854.4028300001,-77584.6875,-148726.3125,-73512.9609375,-118912.078125,-106468.640625,-149782.125,-63688.43359375,-111376.28125,rightarmflex_mi
297854.4068300001,-77481.828125,-149133.921875,-73435.265625,-118786.5546875,-106731.1875,-149506.96875,-63563.08203125,-111109.7109375,rightarmflex_mi
297854.4088978,-77648.125,-149373.65625,-73754.671875,-118888.4765625,-107721.1875,-149696.515625,-63989.5546875,-111320.984375,rightarmflex_mi
297854.41289780004,-77844.28125,-149209.640625,-74089.328125,-119119.59375,-108354.8125,-150056.78125,-64425.14453125,-111683.3515625,rightarmflex_mi
297854.41689780005,-77623.8046875,-148720.859375,-73568.9296875,-118939.171875,-106636.4609375,-149843.71875,-63785.3515625,-111438.1484375,rightarmflex_mi
297854.42089780007,-77476.7734375,-149039.0625,-73402.0546875,-118791.6484375,-106592.3828125,-149522.390625,-63538.09375,-111125.71875,rightarmflex_mi
297854.4248978001,-77604.40625,-149346.84375,-73663.65625,-118842.4765625,-107515.5546875,-149628.296875,-63892.86328125,-111248.609375,rightarmflex_mi
297854.4288978001,-77830.828125,-149287.15625,-74095.3125,-119103.3671875,-108463.4453125,-150024.90625,-64445.0390625,-111655.9453125,rightarmflex_mi
297854.4328978001,-77669.8515625,-148775.703125,-73664.59375,-118982.9375,-106914.5625,-149910.78125,-63923.484375,-111505.9609375,rightarmflex_mi
297854.43689780013,-77480.171875,-148957.65625,-73392.21875,-118806.8046875,-106480.484375,-149562.890625,-63540.015625,-111162.7734375,rightarmflex_mi
297854.44089780014,-77579.1953125,-149334.953125,-73597.1875,-118818.6484375,-107332.359375,-149588.78125,-63813.82421875,-111204.484375,rightarmflex_mi
297854.4449499,-77810.0859375,-149341.875,-74058.9296875,-119070.015625,-108441.8125,-149974.796875,-64404.671875,-111610.2578125,rightarmflex_mi
297854.4489499,-77722.3359375,-148850.8125,-73758.609375,-119024.2890625,-107218.3671875,-149965.84375,-64048.33984375,-111566.359375,rightarmflex_mi
297854.4529499,-77487.3671875,-148875.21875,-73382.921875,-118821.0234375,-106374.2734375,-149598.03125,-63529.9140625,-111201.9375,rightarmflex_mi
297854.4569499,-77529.75,-149299.984375,-73525.125,-118785.5234375,-107149.875,-149531.90625,-63714.94140625,-111148.25,rightarmflex_mi
297854.46094990004,-77751.078125,-149361.640625,-73991.421875,-119021.7421875,-108327.90625,-149898.65625,-64309.140625,-111537.5234375,rightarmflex_mi
297854.46494990005,-77750.40625,-148920.140625,-73853.515625,-119052.046875,-107550.0625,-150001.4375,-64159.921875,-111610.484375,rightarmflex_mi
297854.46894990007,-77506.3671875,-148786.390625,-73387.7890625,-118833.0859375,-106318.5703125,-149647.0625,-63544.53125,-111250.078125,rightarmflex_mi
297854.4729499001,-77514.1953125,-149248.671875,-73473.265625,-118770.328125,-106996.234375,-149507.1875,-63646.90234375,-111120.0390625,rightarmflex_mi
297854.4769499001,-77722.3359375,-149378.796875,-73904.65625,-118967.9140625,-108158.609375,-149824.671875,-64209.67578125,-111460.8125,rightarmflex_mi
297854.4942521,-77788.1796875,-149020.59375,-73936.6171875,-119070.734375,-107867.328125,-150025.53125,-64266.8046875,-111637.703125,rightarmflex_mi
297854.4982521,-77517.3671875,-148727.203125,-73391.7734375,-118838.6796875,-106310.8828125,-149685.828125,-63567.5078125,-111282.3125,rightarmflex_mi
297854.50225210004,-77492.515625,-149203.078125,-73430.796875,-118766.484375,-106851.6640625,-149495.75,-63592.05078125,-111101.3125,rightarmflex_mi
297854.50625210005,-77694.5234375,-149401.421875,-73836.5703125,-118935.953125,-107972.5078125,-149771.703125,-64118.12109375,-111397.3828125,rightarmflex_mi
297854.51025210007,-77834.1796875,-149142.09375,-74036.890625,-119117.8984375,-108171.3515625,-150066.125,-64384.2421875,-111678.1171875,rightarmflex_mi
297854.5142521001,-77577.984375,-148720.71875,-73469.9609375,-118898.8515625,-106428.765625,-149769.734375,-63670.328125,-111358.8046875,rightarmflex_mi
297854.5182521001,-77483.9296875,-149131.421875,-73402.90625,-118774.9765625,-106720.234375,-149493.15625,-63553.3828125,-111093.265625,rightarmflex_mi
297854.5222521001,-77641.0625,-149379.875,-73742.5625,-118884.40625,-107746.9375,-149690.921875,-63996.6640625,-111310.96875,rightarmflex_mi
297854.5262521001,-77831.2265625,-149227.53125,-74079.4921875,-119116.953125,-108370.1015625,-150046.1875,-64428.85546875,-111664.5703125,rightarmflex_mi
297854.5322647,-77605.5703125,-148730.109375,-73531.9609375,-118929.9140625,-106609.59375,-149825.484375,-63764.51953125,-111413.1640625,rightarmflex_mi
297854.5362647,-77465.6484375,-149051.625,-73373.84375,-118779.890625,-106584.3359375,-149513.359375,-63526.3828125,-111108.59375,rightarmflex_mi
297854.5402647,-77600.6953125,-149370.71875,-73653.8203125,-118841.8046875,-107529.859375,-149630.03125,-63891.609375,-111240.828125,rightarmflex_mi
297854.54426470003,-77832.171875,-149321.265625,-74091.15625,-119111.0546875,-108479.3125,-150028.921875,-64443.609375,-111649.734375,rightarmflex_mi
297854.54826470005,-77667.2109375,-148790.640625,-73629.953125,-118981.015625,-106887.3359375,-149906.34375,-63902.47265625,-111492.7734375,rightarmflex_mi
297854.55226470006,-77467.078125,-148963.46875,-73358.6015625,-118800.9453125,-106465.9140625,-149554.890625,-63520.4375,-111149.5859375,rightarmflex_mi
297854.5562647001,-77563.6796875,-149339.203125,-73575.9921875,-118815.296875,-107334.234375,-149583.1875,-63802.11328125,-111191.0703125,rightarmflex_mi
297854.5602647001,-77813.84375,-149357.34375,-74064.3359375,-119080.7890625,-108465.3671875,-149983.15625,-64406.86328125,-111609.8125,rightarmflex_mi
297854.5642647001,-77717.0546875,-148845.765625,-73728.2109375,-119011.90625,-107184.5703125,-149958.46875,-64022.32421875,-111549.8203125,rightarmflex_mi
297854.5698728,-77478.921875,-148865.96875,-73342.59375,-118808.3671875,-106346.0625,-149591.140625,-63508.8125,-111186.875,rightarmflex_mi
297854.5738728,-77536.8125,-149311.125,-73512.0703125,-118792.6796875,-107157.2109375,-149541.25,-63718.875,-111145.921875,rightarmflex_mi
297854.5778728,-77786.796875,-149394.859375,-74012.125,-119040.421875,-108375.0234375,-149918.828125,-64333.7265625,-111545.796875,rightarmflex_mi
