0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6562986868213925E9, 0.0, 2022-06-27 10:58:06.821
1.0, -15690.365814014176, -16680.25752070636, -8767.561169572016, -2197.6458665902455, -6553.643233018307, -31.895939337723178, -3513.1130830184325, -3604.531717840638, 0.04, -0.026000000000000002, 0.974, 192.0, 1.0, 64.0, 255.0, 48.0, 30.0, 112.0, 0.0, 0.0, 0.0, 1.6562986868373897E9, 0.0, 2022-06-27 10:58:06.837
2.0, -15827.829042414314, -16825.655618388133, -8927.756122083203, -2250.9771288606084, -6640.50211197163, -186.03356910152067, -3629.342154186029, -3732.3836961249945, 0.04, -0.026000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6562986868755038E9, 0.0, 2022-06-27 10:58:06.875
3.0, -16024.569097109927, -17035.024408700992, -9136.655525762502, -2373.889371620342, -6771.572741457551, -386.59577209899095, -3806.144452827508, -3913.254012257339, 0.04, -0.026000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6562986868755229E9, 0.0, 2022-06-27 10:58:06.875
4.0, -15943.29815427043, -16946.511500657976, -9040.587728093593, -2352.8787318323534, -6724.611726356951, -295.08773029896383, -3740.363268895539, -3835.1570171304966, 0.04, -0.026000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6562986868755302E9, 0.0, 2022-06-27 10:58:06.875
5.0, -15843.765836210947, -16841.458301718034, -8933.969907041777, -2295.8817834713204, -6658.249397069144, -189.40868251427204, -3651.313918985596, -3739.603309584059, 0.04, -0.026000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6562986868755372E9, 0.0, 2022-06-27 10:58:06.875
6.0, -15697.183096073044, -16689.6899568665, -8774.557265586527, -2211.705113852634, -6563.209779645179, -35.36045972829577, -3519.5950889104715, -3603.9729242292556, 0.04, -0.026000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6562986868755443E9, 0.0, 2022-06-27 10:58:06.875
7.0, -15830.265382559943, -16826.5720399108, -8924.805691815101, -2257.325024285916, -6644.927757373782, -182.81491789995647, -3628.962174530289, -3730.7743705242124, 0.04, -0.026000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.656298686875552E9, 0.0, 2022-06-27 10:58:06.875
8.0, -16020.702245319158, -17029.03414118697, -9128.720656480868, -2372.212990786194, -6770.321043768054, -379.8902487623988, -3801.0482550916977, -3910.884727345077, 0.04, -0.028, 0.974, 192.0, 1.0, 64.0, 255.0, 32.0, 30.0, 112.0, 0.0, 0.0, 0.0, 1.656298686875559E9, 0.0, 2022-06-27 10:58:06.875
9.0, -15941.085331569355, -16943.672829112154, -9036.184434435896, -2346.46378117368, -6722.153034466867, -289.9021255853326, -3735.714106048835, -3835.9393281864322, 0.04, -0.028, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6562986868755662E9, 0.0, 2022-06-27 10:58:06.875
